date_raw,sender_name,text
15 weeks ago,Fritz ***********,Hi sir good eve po.kailan po kaya mabibigay yong dole akap ko.last year pa po yon na approve gang ngayaon wala padin.sana po ma ibigay na.salamat po.
15 weeks ago,Linda ***********,SANA PO ALISIN NA ANG ONE HEALTH PASS NA YAN PAG UMOWI KAMI SA PINAS
15 weeks ago,ED ***********,"Sana please alisin yung one health pass,mga mandatory na yan sa PAGI-BIG na.. stress nga mga OFW uuwi para mag rest taz dami pang kailangan iprocess"
15 weeks ago,Froilan ***********,Hello po sir sana matulungan ako seaman po ako nagkasakit cancer stage 4 abandoned by agency.. di ko alam kanino hingi ng tulong sir...
15 weeks ago,Atseif ***********,"Watching from HongKong, hello Sir Arnel"
15 weeks ago,Pie ***********,"Dapat po sana yung mga nagtatrabaho sa owwa-polo at embahada nagduduty ng kahit sabado, kumuha nlng off sa weekdays para nmn marami nakakapag process kc nga day off ng karamihan ofw sabado at lingo."
15 weeks ago,Rich ***********,Gudday po sa lahat sna po tanggalin napo ang One Health Pass phirap po tlaga sa amin mga ofw lalo napo sa mga pauwi NG pinas para mgpa hinga at mkasama pamilya Please po Sir Arnel
15 weeks ago,Janet ***********,Sir arnel baka pwd po tanggalin na ang one health pass pwd na ung vaccine cert at negative swab test para d na mahirapan ang katulad qng ofw thank you sir god bless
15 weeks ago,Bebing ***********,Hello!Sir Arnel
15 weeks ago,Rosalyn ***********,Watching and listening you.frim Qatar.Sir..Arnel hi
15 weeks ago,Mary ***********,Hello po Sir DA Arnel Ignacio
15 weeks ago,Diane ***********,Sir arnel remove nyo po OHP nhihirapan po kmi dyan
15 weeks ago,Mildred ***********,Sir sana maalis na ang One health pass meron nman n kaming vax record po
15 weeks ago,奧斯奧斯 ***********,Sir... Sana yung sa mga requirements sa scholarship pra sa mga anak ng OFW. Sana kahit Owwa member na lng po sana imbes na kontrata kz same employer lng nmn po sa maraming taon po...
15 weeks ago,Carlibee ***********,"Gud eve po sir Arnel ask? Q lng po ilang buwan po ba bago makuha un balik Pinas hanap buhay sa owwa tnx po god bless sir and more power po sa inyo,"
15 weeks ago,Ern ***********,Sir makukuha pa po ba nmin ang 10k sa owwa during pandemic kc nag fill up kami wala nman po kaming natanggap sa saudi
15 weeks ago,Jan ***********,Good day!to all... watching from al Khafji Saudi Arabia...
15 weeks ago,Ro ***********,Hi sir arnel good afternoon watching from hongkong. GOD BLESS PO SA LAHAT ANO BANG NUMBER DYAN
15 weeks ago,Mcm ***********,Gudpm po sir Arnel Ignacio watching from Muscat Oman
15 weeks ago,Mildred ***********,Hello po sir arnel sana po mawala na po one health pass I’m watching from holyland israel
15 weeks ago,Tseong ***********,Hello po Sir sna po matulungan nyo mga OFW na gusto na umuwi na Hindi makauwi dhil sa mlki Ang problema sa mga documents Sana po magbigay ng amnesty lalo na po dto sa Saudi Arabia salamat po sanyo.
15 weeks ago,Maribel ***********,Good Day po sir watching from dammam KSA
15 weeks ago,Glenda ***********,"Good evening po sa lahat ,watching from Zahlim ksa"
15 weeks ago,Fiona ***********,"Hi, sir, arnel hin long P0 nmn mga 0FW sna tanggalin na ung ONE HEALTH PASS '* THANKZ P0 GODBLESS"
15 weeks ago,Mhorgan ***********,Good pm sir Arnel paano mg apply scholarship anak ko po 1st college did coming school yr 2022/23 pls help.
15 weeks ago,Leny ***********,"Sir, Arnel patulong po nman ng Ate ko nasa POLO Riyadh Sana makasama n po s RepatrIation"
15 weeks ago,Jowelyn ***********,Anu po pwd ko gawin sir!!!
15 weeks ago,Rich ***********,Gudday DA Sir Arnel sna po mtulongan mo nmn ako mka avail anak ko sa scholarship NG owwa po ang taas nmn ng passing Grade please po love po tlaga niyang mag aral
15 weeks ago,Preya ***********,Hello po Sir watching from Egypt
15 weeks ago,Lhyn ***********,"Sir arnel meron po bng makuha ang isang covid patient na benifits,,nsa taiwan po pamangkin ko ngpositive po sya."
15 weeks ago,Agnes ***********,sir mgndang hpon po.sn po pgbigyan nyo ulet mkaalis ung mga relatives ng ofw..sn alisin npo 10k aed salary bracket sir..sn po mtulungan nyo din kmi..
15 weeks ago,Melyn ***********,"Hello po Sir Arnel,paano po ba mag apply ng owwa rebate,"
15 weeks ago,Rhem ***********,Hello poh sir arnel paano poh ba mka avail ng scholarship sa owwa .....
15 weeks ago,MayGie ***********,Hi po sir arnel po watching from HONGKONG
15 weeks ago,Bumbay ***********,Watching from Dubai sir arnel. God bless
15 weeks ago,Mae ***********,Hi po
15 weeks ago,Jun ***********,sir hingi po ako NG payo kc po sakin po pinapasagot ung ticket ko pauwi po exit na po ako d2 po ako sa dammam
15 weeks ago,Elsa ***********,Hello..Po Sir Arnel.libre pa Po na Ang pauwing probinsya sa June Po uuwi..salamat po
15 weeks ago,Lhen ***********,Hello po ser arnel watching from oman sana po maalis n a one health pass
15 weeks ago,Janeth ***********,Im watching fr.oman sana po maalis na ang one health pass at quarantine
15 weeks ago,Rodallyh ***********,Sir arnel tulongan nio po ako maka avail ng scholar sa anak ko watching from Dubai UAE
15 weeks ago,Alberto ***********,sir allan sana po matulungan nyo ang asawa ng pinsan ko sa jeddah
15 weeks ago,Usni ***********,Good evening sir
15 weeks ago,Ella ***********,Sana po mawala na ung one health pass sir arnel Ignacio para po masaya nman at sulit ang pg uwi nming mga ofw
15 weeks ago,Ella ***********,Hi po sir arnel ignacio
15 weeks ago,Dayon ***********,Hello po good evening
15 weeks ago,Mag ***********,hello po sir arnel
15 weeks ago,Cherry ***********,"SIr Arnel baka mapansin nyo, me quota na rin po pla ang pinas pra sa direct hires bound to Singapore?bakit po ganun, sayang ung opportunity na makapgwork abroad"
15 weeks ago,Khim ***********,"Kelan ko po kya nmn mkkuha ung ,owwa cash,assistance , august 2021 p po na approved hangng,ngyon wla p kmi nttnggp"
15 weeks ago,Rommel ***********,please request BOQ to remove ONE HEALTH PASS
15 weeks ago,Sharon ***********,Yes pahirap po yang one health pass..pressure na kami sa work..tapos gusto magbakasyon pressure sa pagkuha ng ohp.
15 weeks ago,Marita ***********,Hi sir good PM waching jeddah
15 weeks ago,Winnie ***********,Watching from Hongkong
15 weeks ago,Linda ***********,SIR ARNEL IPARATING NYO PO KAY PBBM NA ALISIN NA PO ANG ONE HEALTH PASS NAPAKA TROUBLE PO PAG UMOWI NG PINAS
15 weeks ago,Nicolas ***********,Watching from Kuwait
15 weeks ago,PinYin ***********,Watching from Singapore
15 weeks ago,Rene ***********,"Sir , sana naman mabigyan ninyo ng pansin yong mga ex OFW na bigyan ng tulong at alalahanin na sila ay naging OFW din at naging bahagi ng sinasabing Bagong Bayani"
15 weeks ago,Melyn ***********,"May mkuha po ba akong benefits,aside from rebate 13 yrs po ako s Malaysia"
15 weeks ago,Janet ***********,Watching from dubai
15 weeks ago,Maneh ***********,Hi po mgndang hapon oh gbi sir watching in saudi
15 weeks ago,Nicolas ***********,Ano Po bang dapat Gawin Sir Arnel kung ang Isang amo ayaw magbugay ng day off kahit Isang beses sa Isang buwan Po.. 2times ko ko kinausap amo ko ayaw pa Rin..
15 weeks ago,Venice ***********,DA Arnel Pa -tsek na lamg po ung OWWA Apps. Sa IOS App store - sabi po ung App NOT AVAILABLE
15 weeks ago,Ann ***********,Sir tanggalin na po yung one health pass
15 weeks ago,Josie ***********,Watching from Jeddah
15 weeks ago,Zoy ***********,Sir Arnel patulong Po Ako gusto ko umalis sa amo ko ..
15 weeks ago,Sely ***********,Watching from uae
15 weeks ago,Mary ***********,Sir DA Arnel nag renew po ako ng owwa membership ko December pa po pero ung brother ko po s pinas nagbayad til now po inaactive pa din po ako ano po Kaya pwd ko gawin Sir?
15 weeks ago,Emz ***********,Whatching from Dubai uae
15 weeks ago,Rodallyh ***********,Sir arnel bigyan nio po ako ng pansin Hina in ko
15 weeks ago,Gel ***********,sir paano po ung OFW husband ko d nagbibigay ng tamang sustento sa mga anak at my ibang pamilya na sya pero legal po kami. ano po maitutulong ng Owwa.
15 weeks ago,Lourdes ***********,Watching from Israel.
15 weeks ago,Karen ***********,Watching from Qatar
15 weeks ago,Moshi ***********,Sir Arnel bkit dinideclined po ang akap
15 weeks ago,Jhude ***********,Watching from Cyprus
15 weeks ago,Jorja ***********,Pakialis na din po yang one health pass na yan fully vaccinated naman na po kaming mga ofw’s
15 weeks ago,Eve ***********,Watching from Pakistan
15 weeks ago,Jennefer ***********,Sana sir alisin na Rin Yung OHP
15 weeks ago,Vilma ***********,Sir arnel dapat po my mga contact po ang polo owwa natin.
15 weeks ago,Jensen ***********,Watching from UAE
15 weeks ago,Soww ***********,Correct. Not all ofw is attentive to their emails and to their phones
15 weeks ago,Ping ***********,Watching from POLO RIYADH
