date_raw,sender_name,text
5 days ago,OWWA ***********,For your concern/s
5 days ago,OWWA ***********,ecaresupport@owwa.gov.ph
5 days ago,Frago ***********,Paano magavail ng ofw scholar gusto ko sana makasali anak ko nxt yr college n po single parents po ako10yrs ofw updated owwa..
5 days ago,Randy ***********,Good day po
5 days ago,Wingz ***********,Watching from taiwan po
5 days ago,Apple ***********,"Sahod namin ndi pa binigay,reason ng amo namin dhl ndi kmi perfect maglinis .."
5 days ago,Mathy ***********,I just retired Seaman gusto ko na po magsettle good dito sa Pinas ano po maitutulong sakin ng OWWA?
5 days ago,Jamila ***********,Hello po gd evening.....my tnung po aq tungkol s esb q sir kng pwd ba mkuha kht dpa aq uuwi mg 6 yrs na po aq dto s riyadh.
5 days ago,Yram ***********,Ask k lng po 4yrs straight n aq dto s saudi d po ndagdgan ng shod t mdlas bwas p tas ngpaalam ako n uuwi ayaw po nla ako pyagan 2yra p rw bgo aq umuwi ntpos contract k ung 2020 t wla aq pnirmhan bgo contract.slmt po
5 days ago,Nijeyn ***********,Good day po.. Ask ko lang po kung me mKukuha po ba kame end of service s company kahit po wla s contract.. Dto po ako s saudi
5 days ago,Mathy ***********,I just retired as Seaman now ano po puede ko maging mga benefits po sa OWWA
5 days ago,Cherry ***********,"goodevening po sir, nakausap po ng mama ko yung alsunaid nahingi po sya ng tulong dun para makauwi na sa pinas, ansabe po ng alsunaid ang inaaksyunan lang daw po nila ay yung mga pinapatay at nirerape"
5 days ago,Jocelyn ***********,Hello po Sir/Madam
5 days ago,Ru ***********,Sir anong website or emali po para makapag apply ng educational assistance po. Nag email po kc ako sa nakita ko sa fb error nmn po thanks po sa pagtugon
5 days ago,Marlyn ***********,Scholarship please
5 days ago,Joy ***********,"Pauwi nlng po ako , pero hanggang ngayon wla parin natanggap na tulong pamilya ko sa bohol nong nasalanta cla sa bagyo..."
5 days ago,Joy ***********,"Tanong ko lng po, bkit d pa po nakakatanggap pamilya ko hanggang ngayon sa bohol ng tulong nong nasalanta ng bagyo .."
5 days ago,Ascan ***********,Watching from Israel po hello po!
5 days ago,Daniel ***********,hello po< ofw po yung mother ko pwede pa poba ko kumuha ng scholarship this year?
5 days ago,Unessa ***********,Good afternoon po watching here in Dubai sa accomodation ng Tadbeer .. need help po
5 days ago,Kaye ***********,"Good evening po, when niyo po irelease Yung EDSP scholarship results?"
5 days ago,Love ***********,Gusto po mag aral ang asawa ko pwd siya maka avail ng scholarship
5 days ago,Cañete ***********,"ng memesage po ako sainyo ilang beses na wala naman po ng rereply sainyo,hihingi po sana ako ng tulong para sa asawa ko na nasa Saudi"
5 days ago,M ***********,from Algeria 8hrs work lng pero pumirma kmi 8+2 in 26 days pero 22 days lng iniba nila kontrata dto Samsung Algeria
5 days ago,Jenny ***********,4yrs na po aq SA Kuwait gusto q Po sana Maka avail Ng scholarship ung anak ko Po
5 days ago,Love ***********,Good evening po sa lahat maam/sir regarding po sa mga paalis na ofw may requirement kasi na rt pcr test bago flight kaso po ang mga agency po ay nagbigay ng swab center pero sobra po nmn mahal ang bayad
5 days ago,Daniel ***********,ANLAKIN TULONG PO NUN SAMIN LALOT OFW SINGLE MOM ANG MOTHER KO.
5 days ago,Ryan ***********,May available work ba kayo now for abroad.
5 days ago,Daniel ***********,sir di na po ko pinapakuha ng scholarship pasado naman po ko sa qualifications ang requirements
5 days ago,Love ***********,SANA PO MATINGNAN PO NINYO ANG AGENCY MGA MAAM SIR ANG KASI LALO NA SA MGA SWABTEST CENTER KASI SOBRA MAHAL NG BAYAD
5 days ago,Marlyn ***********,Scholarship para sa anak ko college na sya.
5 days ago,Love ***********,Pwd maka avail ang asawa ko sa schoolar ship
5 days ago,Daniel ***********,tapos na daw po yung application for scholarship sir
5 days ago,She ***********,Email details to pin email address
5 days ago,Love ***********,Tanong ko lang po sa pag kuha ng oec kailangan po bah na ang ofw magbayad ng insurance
5 days ago,Mrose ***********,Sa problema q DAHIL cnsbi Ng agencyq n saakin daw PO pamasahe pauwi KC diko tinapos kontrata q pero nag pa repat na PO aqo Sana PO matulungan nio aqo NASA agency PO aqo ngaun
5 days ago,Elaine ***********,"Sir ma'am 12 years na po ako dito sa Oman if mag for good na,,powedi po ba mag avail nang pangkabuhayan?"
