date_raw,sender_name,text
12 weeks ago,Bong ***********,Good afternoon sa mga staff ni DA Arnel keep it up naway mabasa nyo ang mga comments ng mga tao
12 weeks ago,Pangga ***********,kelan nyo po ibigay ang 10k sa akap ako klng ata di nyo binigyan eh
12 weeks ago,Evangeline ***********,Gud afternoon watching Fr.Dammam KSA ASK LANG PO BAKIT WALA PONG RENEWHAN NG OWWA DTO SA DAMMAM OR ALKHOBAR.....SALAMT PO
12 weeks ago,Anne ***********,Watching po from Belmont hotel habang quarantine manila thank you so much po owwa assistance sa amin n walang vaccine...
12 weeks ago,Jonalyn ***********,Hello po I'm ofw in Kuwait tañong lng po if mg terminate n po ako as ofw this coming 2023 may makukuha po ba ako sa owwa I'm 7 yrs paid may owwa membership sir mam thank you gusto ko n po kc magfor good
12 weeks ago,Anne ***********,good afternoon po pwede bng pagisahin m lng ang bayad ng philhealth at insurance pra po di doble2 byad
12 weeks ago,Rovielyn ***********,im an ofw for 14 years
12 weeks ago,Madac ***********,Hi po pwde po vha niyo ako ma tulongan dto ako ngayon Saudi Arabia nabinta napo ako sa ibang agency at sinaktan din sa ibang agency po din ayw nila ako pauwiin
12 weeks ago,Roby ***********,Watching from Oman
12 weeks ago,Emelia ***********,Watching from jordan
12 weeks ago,Aiza ***********,Watching from qatar
12 weeks ago,Nanette ***********,Watching from qatar
12 weeks ago,Client ***********,Watching from riyadh
12 weeks ago,Melesa ***********,Hi po watching from dubai
12 weeks ago,Rania ***********,Waching from riyadh
12 weeks ago,Daina ***********,Good day po ma'am sir from Kuwait
12 weeks ago,Mrarvie ***********,Hello po sir/ma'am god bless
12 weeks ago,Crisanta ***********,Watching from candon
12 weeks ago,Kevin ***********,Watching here from 3rd floor
12 weeks ago,Lorena ***********,Watching from Singapore
12 weeks ago,Wendy ***********,"Sir .. dto poh aq sa dubai 10 months nlng poh aq dto tapos npoh ang 2yr q.. mkka uwi poh b aq kahit wala aq vaccine...
."
12 weeks ago,Allan ***********,Magandang hapon po maam sir.
12 weeks ago,Elis ***********,Watching from kuwait po
12 weeks ago,Nday ***********,Watching from Dubai
12 weeks ago,Kunyan ***********,Watching from Lebanon po
12 weeks ago,Harlyn ***********,Harlyn duran aratea
12 weeks ago,Mary ***********,watching from Oman
12 weeks ago,Renilda ***********,Hello po watching here in lebanon god bless po en keep safe
12 weeks ago,Arriane ***********,Watching from dubai
12 weeks ago,Crispina ***********,Hi sir Arnel Ignacio... watching from Dubai
12 weeks ago,Jhen ***********,Watching po from bahrain
12 weeks ago,Rosemarie ***********,Hello po watching from.lebanon
12 weeks ago,Alma ***********,Watching from kuwait
12 weeks ago,Jo ***********,Watching from Lebanon
12 weeks ago,Jennie ***********,Sana Po nakakuha sin Ang anak nmin bilang scholarship..
12 weeks ago,Angeline ***********,Watching from Bahrain
12 weeks ago,Lina ***********,Watching From Dubai
12 weeks ago,Lynn ***********,watching from Oman sir
12 weeks ago,Zandrazandra ***********,God bless po always
12 weeks ago,Dhay ***********,Watching from riyad..Good day po s lahat...
12 weeks ago,Judina ***********,Watching from riyadh
12 weeks ago,Marina ***********,Hello po SA inyo good afternoon po watching from Riyadh Saudi Arabia single mom with 3kids ...thank you po
12 weeks ago,Wendy ***********,Sir..maam.... plsss poh... mkka uwi poh b aq khit wala aq vaccine. From dubai poh aq 10 buwan nlng poh kc uuwi npoh aq .. anu poh b ggwin q
12 weeks ago,Charlene ***********,Watching from riyadh
12 weeks ago,Sheng ***********,Hello po sir.watching po from Riyadh Saudi Arabia.pano po maka avail Ng scholarship sir
12 weeks ago,Angelica ***********,Thank you po sir ma'am napansin nyo we are all watching here in accommodation po waiting for your call..
12 weeks ago,Lice ***********,Watching from UAE
12 weeks ago,Mae ***********,Good afternoon from UAE
12 weeks ago,Ryza ***********,Good afternoon po sir
12 weeks ago,Liyzzah ***********,I hope this will help...general information : SCHOLARSHIP only the child of the member is entitled for the program.
12 weeks ago,Jimc ***********,"Good afternoon.,"
12 weeks ago,عاشيقة ***********,Watching from qatar
12 weeks ago,Lhorz ***********,maam and sir.... pwd po magtanong...kung kami pong mga ofw nga gusto nang umuwi s pinas at mag for good napo...pwd parin po ba maka pag loan s owwa para pang capital s negusyo...
12 weeks ago,Mely ***********,Watching from kuwait
12 weeks ago,Maribel ***********,watching from bangladesh
12 weeks ago,Jemma ***********,elo Sir Arnel Ignascio at sa mda staff po ninyo watching from Al-ain UAE po.GOD BLESS PO
12 weeks ago,Akosi ***********,Watching po from Kuwait
12 weeks ago,Remz ***********,Watching from jeddah
12 weeks ago,モリナ ***********,Watching from Hongkong
12 weeks ago,Maricel ***********,Good afternon po.. Watching from.. Muscat oman.
12 weeks ago,Leony ***********,Magandang hapon po paano po mag apply owwa scholarship po
12 weeks ago,바람아리 ***********,Watching from Lebanon
12 weeks ago,Utada ***********,Hi sir godbless you all
12 weeks ago,Jennie ***********,Sir ma'am totoopoba n kpag Wala kming pag ibig insurance hndi Kmi mkakuhA ng OEC pkisagot po
12 weeks ago,LJ ***********,Watching from muscat oman
12 weeks ago,Mae ***********,Watching from Hong Kong
12 weeks ago,Ai ***********,Watching from dubai
12 weeks ago,Rochelle ***********,Watching from bahrain
12 weeks ago,Ssecnirp ***********,Watching from Sharjah UAE PO
12 weeks ago,Haruko ***********,Hello po sainyong lahat.. Hi maam luna
12 weeks ago,Ay ***********,Watching from kuwait
12 weeks ago,Marlyn ***********,Hello po.watching from Saudi Arabia
12 weeks ago,Josephine ***********,"Magandang hapon po,sana po matulungan po kami na maipahanap po ang aking anak na nahulog po sa barko noong march 6.ito po ang cp # ko *******"
12 weeks ago,Mherr ***********,watching from hongkong
12 weeks ago,Villena ***********,"hello po watching from RIYADH po sir paano po apply sa scholarship kc 1styr college anak qo now itong pasokan sir ,,paano po mag apply need qo sagot nyo sir urgent..thank you po ..GIDBLESS"
12 weeks ago,Fred ***********,"naglabas po ang OWWA Milan ng Covid assistance sa mga Covids victims pero wala po kaming nababalitang nakatanggap, marami pong nagtatanong"
12 weeks ago,Ruby ***********,Have a good day po watching from Kuwait
12 weeks ago,Diane ***********,Hello po pa shout po watching here from Riyadh Saudi Arabia thanks po
12 weeks ago,Mestizzang ***********,Good morning po
12 weeks ago,Adelaida ***********,watching from HongKong
12 weeks ago,On ***********,Watching from Amman Jordan
12 weeks ago,Dan ***********,Hi po watching po from Riyadh
12 weeks ago,Gnehy ***********,Watching from kuwait
12 weeks ago,Estelle ***********,Good afternoon Po sir/ ma'am
12 weeks ago,Saniejosh ***********,Watching here in bahrain
