date_raw,sender_name,text
17 weeks ago,Ledor ***********,Sir Arnel pabasa naman po ang tanong ko about medical claims from OWWA if we are able to claim po?
17 weeks ago,Marlon ***********,Sir ofw po ako s taiwan..Nag positive po kc aq s covid..At marami nrin pong pinoy nag positive po dto..My mku2ha po b kaming konting tulong s meco po dto..Sana mapansin po..
17 weeks ago,Melissa ***********,Watching from jeddah Saudi Arabia
17 weeks ago,Viola ***********,Sir sana po tulungan niyo ang lahat ng OFW sa.pag aayos ng OEC/contract verification at sana maging maayos ang manpower dito s Dubai UAE
17 weeks ago,Tau ***********,Watching from hongkong
17 weeks ago,Fenyrose ***********,Good eve po watching from hongkong
17 weeks ago,Edgardo ***********,Good evening sir ofw po ako for the fast 40 years sabi nila may konting tulong after retirement .Paki clear lang po dahil senior na po ako at hindi na nagtratrabaho.salamat po
17 weeks ago,Lola ***********,"Watching from ISRAEL,good evening po"
17 weeks ago,Poliran ***********,Hello sis watching from jedda sna sir mawala na one health pass kc amo ko highly ayw dw ako swabtest uuwe akk July 1
17 weeks ago,Norhata ***********,"Hello po sir, totoo puba Yong kumakalat na mandatory ang pag bayad ng Pag-ibig? Dinaman namin napapakinabangan Lalo n sa aming mga DH."
17 weeks ago,K ***********,Good evening po sir arnel ung ofw hospital po khit major operation free po ba Lahat kahit sa next of kin?
17 weeks ago,Arlyn ***********,Watching from saudi God bless us always
17 weeks ago,Cecilia ***********,Good evening sir arnel kong mag for good napo ako Meron poba akong mkukuha sa owwa.salamat po god bless
17 weeks ago,Zen ***********,"Watching from kuala lumpur malaysia, good evening po"
17 weeks ago,Rachel ***********,Watching from Malaysia
17 weeks ago,Maricar ***********,Clear and loud po
17 weeks ago,Nicolas ***********,Watching from Kuwait
17 weeks ago,Bheng ***********,Watching from doha qatar
17 weeks ago,Maria ***********,Hi po sir watching from madinah saudi
17 weeks ago,Mackay ***********,one health pass - needed for 7 yrs old? it only says dapat separate from parents pero required ang children for vaccine para magka one health pass?
17 weeks ago,Alma ***********,Hello po watching you from oman
17 weeks ago,Om ***********,Sir dapat po alisin na ung 1 health pass
17 weeks ago,Judilyn ***********,Watching PO abha Saudi
17 weeks ago,Cristy ***********,Shout out sir arnel watching from Dubai
17 weeks ago,Bebing ***********,"Watching from Dubai,UAE"
17 weeks ago,Angelita ***********,Hi sir Arnel Watching from uae po
17 weeks ago,Bunso ***********,Sana po sir ma tulongan mga anak ng mga ofw maka pasok po sa scholarship sir. Thank you po
17 weeks ago,Leciram ***********,Sir pwd po alisin nlamg po one health pass
17 weeks ago,Rowena ***********,Watching from Hong kong po
17 weeks ago,Dado ***********,Shout po sir Arnel . watching from Abudhabi po
17 weeks ago,Gie ***********,Hello po c arnel watching from kuwait
17 weeks ago,Cathy ***********,hi po watching to Riyadh
