date_raw,sender_name,text
2 weeks ago,Merly ***********,Watching from Athens Greece
2 weeks ago,Vergie ***********,Watching from Riyadh KSA.
2 weeks ago,Alpine ***********,Hello good evening po sa inyong lahat Jan saalmat sa walang sawang pagtulong assist at pagtulong sa kapwa q ofw. Watching here HK.
2 weeks ago,Ivana ***********,Good afternoon po watching in Riyadh Saudi Arabia
2 weeks ago,Gerlie ***********,watching from UAE po
2 weeks ago,Maria ***********,Hi po good evening I'm watching from hail Saudi Arabia. .shout out po
2 weeks ago,Marivic ***********,Pa shoutout po mga sir.. watching FROM KUWAIT staysafe po god bless
2 weeks ago,Gangskie ***********,Good afternoon Sir watching from Jeddah Saudi Arabia
2 weeks ago,Mercedes ***********,Good afternoon po mga sir..watching from Huraymila saudi Arabia
2 weeks ago,Lea ***********,Good evening po sa into me watching in Qatar
2 weeks ago,Maribeth ***********,Hello po watching from riyadh saudi arabia...
2 weeks ago,Analine ***********,Hi sir magandang hapon mayron din sana programa din sa mga single lalo na sa mga bread wennir sa pamilya kahit paaano yong mga hindi pa nag Asawa maka avail man LNG salamat po Sa Inyo mga sir godbless
2 weeks ago,Zang ***********,"Watching from Oman Po
good bless"
2 weeks ago,ItsmeAda ***********,"Hi Sir, watching from qatar, pno po mka avail scholarship owwa n cash assistance ng anak ko college na po cla"
2 weeks ago,Joerin ***********,"Hello po how to apply for the scholarship i have 3 kids,1 is grade9 and the 2 is elementary...Im from dubai 5month p lng."
2 weeks ago,Ryan ***********,Watching from Kuala Lumpur malaysia
2 weeks ago,Joean ***********,Hello po watching from Kuwait god bless po
2 weeks ago,Mae ***********,Hello po watching from Dubai UAE po
2 weeks ago,Janice ***********,Good evening po mga sir watching from Hail Saudi Arabia
2 weeks ago,Beth ***********,Sir dole AKAP assistance po Batangas po region 4a
2 weeks ago,Neria ***********,God bless sir arnel and team
2 weeks ago,Yolly ***********,watching frm cyprus god bless po
2 weeks ago,Cleo ***********,Watching from qatar po sir arnell
2 weeks ago,Habibi ***********,Hello po sir arnell watching here in Kuwait.. godbless po..
2 weeks ago,Joanne ***********,Watching from Saudi Arabia Po Sir Arnel Ignacio...shout out Po
2 weeks ago,Lyn ***********,"Thank you sir and God Bless, wait q nlng po response nio sir"
2 weeks ago,Custodio ***********,"Congrats
po sir Arnel... watching from Hongkong Godbless you all"
2 weeks ago,Liza ***********,Good evening po .. im watching in saudi arabi
2 weeks ago,Ledimarz ***********,Watching in doha qatar good evening po sir arnel
2 weeks ago,Jeanette ***********,Hello Goodnoon po
2 weeks ago,Maniscan ***********,Watching from derah saudi arabia
2 weeks ago,Lyn ***********,Godbless po mr. Arnel Ignacio watching from Doha Qatar
2 weeks ago,Yram ***********,Ask k lng po 4yrs straight n po aq dto s amo dto s saudi ayw po nla ako pauwiin may mkukuha po b kya aq kng skli umuwi aq nxt yr.
2 weeks ago,Invid ***********,Good evening Po sir qualified Po bha ung finish mag avail nag assistance
2 weeks ago,Miraflor ***********,Watching from Bahrain good day sir
2 weeks ago,Joy ***********,Thank you god bless po s inyong lahat
2 weeks ago,Mylene ***********,Watching here po s kuwait
2 weeks ago,Mary ***********,Hello po watching from UAE
2 weeks ago,Jossie ***********,Watching from riyadh po
2 weeks ago,Cristene ***********,Good pm sir arnel!!!watching from oman!!!
2 weeks ago,Taga ***********,Watching from hongkong god bless everyone
2 weeks ago,Nene ***********,Hi Po watching from Saudi Arabia Dammam...pa shout-out po
2 weeks ago,Kim ***********,October 27 appointment po sa Dubai
2 weeks ago,Vivian ***********,"Hello po im watching from riyadh,saudi arabia"
2 weeks ago,Let ***********,Hi watching from Bahrain po
2 weeks ago,Mercy ***********,"Good job mga sir,, God bless always"
2 weeks ago,Eleni ***********,Thank you po sir. God bless po
2 weeks ago,Vivian ***********,"I salute pp sir arnel ignacio,im watching from riyadh saudi arabia"
2 weeks ago,Ellechim ***********,Good evening po sir
2 weeks ago,Nengskie ***********,Good afternoon mga Sir...especially to Sir Arnel Ignacio...watching hafar al batin sana po mga POLO-OWWA OFFICE DITO....KASI WE ARE SO FAR FROM RIYADH..9HOURS BUS PO TRAVEL..INCASE
2 weeks ago,Lay ***********,Gdevening sir Arnel stay safe always watching frm Dubai
2 weeks ago,Jhonalyn ***********,Watching from hong kong mga sir
2 weeks ago,Ging ***********,Watching po from riyadh
2 weeks ago,Vergo ***********,Watching from Saudi hi po sir arnel
2 weeks ago,Mae ***********,Watching from Hong Kong Good evening everyone
2 weeks ago,Marites ***********,Good evening po
2 weeks ago,Milette ***********,Paano po pla kapg Ng positive sa covid sa pinas habng bkasyon ts n re sched po flight may mkuha po. Cash assistance kc Ang mahal po Ng PCR Dito s pinas .thank you po sana masgot po
2 weeks ago,Melody ***********,Hello po sir watching from kuwait paano po avail ng scholarship pang senior high sna po matulng nyo nmn ako po..
2 weeks ago,Joy ***********,Watching from Al Ain UAE
2 weeks ago,Joylyn ***********,Afternoon po..watching in Saudi Arabia AL Quissim Buraydah..
2 weeks ago,Lyn ***********,Watching from riyadh
2 weeks ago,Ronabelle ***********,Watching from riyadh
2 weeks ago,Roseny ***********,"Good evening, watching from Bahrain"
2 weeks ago,Grecialyn ***********,Watching from Kuwait po
2 weeks ago,Corpuz ***********,Magandang gbe po sir sana din po mapansin nyo po aq mgpapasukan na po by monday peo wla pa pong bag mga anak q kh8 un man lng po maraming salamat po
2 weeks ago,Afalla ***********,Watching from taiwan sir
2 weeks ago,Cherli ***********,Watching from Saudi Riyadh
2 weeks ago,Joshelizah ***********,Watching from Abu Dhabi
2 weeks ago,Florliza ***********,WATCHING FROM KUWAIT PO
2 weeks ago,Feme ***********,GANDANG GABI PO NASQ PINAS NA PO AKO UMUWI PO AKO KASI PO NA DIAGNOSED PO AKO NA MAY BREAST CANCER STAGE 3 PO SANA PO MATULONGAN NYO PO AKO SA QKING MEDICAL ASSISTANCE AT KABUHAYAN PO MULA S OWWA PO
2 weeks ago,Jane ***********,Good evening !! Watching here in UAE
2 weeks ago,Azul ***********,Watching from Qatar po
2 weeks ago,Elinor ***********,Good afternoon po watching from kuwait
2 weeks ago,Ali ***********,Sir may bayad poba ang pag renew ng owwa magkanu NAMAN po watching Kuwait
2 weeks ago,Sadodo ***********,Watching from Mindanao Po.. good evening sir
2 weeks ago,Asher ***********,Good evening po mga sir watching from hongkong
2 weeks ago,Julies ***********,Good evening po
2 weeks ago,Cora ***********,"Watching from moscow ,"
2 weeks ago,Amalia ***********,"Watching from Taiba, Dammam Saudi Arabia"
2 weeks ago,Pinkbutterfly ***********,Sir arnel gud eve ako po ay distressed ofw ako at umuwe noong 2020 mka avail ba anak ku ng scholarship at kung ano manga proyekto ng owwa pls
2 weeks ago,Li ***********,"Good evening po sa inyong lahat Sir Arnel. Watching from Al Jubail, KSA"
2 weeks ago,Minerva ***********,"Hello po sir, sana po payagan nyo din po n makapag Owwa member ung mga OFW n wala pang resident visa pls po. Salamat"
2 weeks ago,Bacs ***********,Good evning ..watching frkm dubai
2 weeks ago,Celai ***********,Hello po good evening sa inyo lahat watching from Singapore
2 weeks ago,Rizeeify ***********,Watching from dubai sir
2 weeks ago,Kim ***********,Good evening sir
2 weeks ago,Rosita ***********,Hello MGA sir watching from qatar
2 weeks ago,Imee ***********,"sir ako po pwedi may makukuha po bo 8 years ako ng hongkong noon,2002 po ako umuwi ,wala po ako nakuha sa owwa po.thank you po,God bless"
2 weeks ago,Rachel ***********,Watching from Zambales po
2 weeks ago,Analyn ***********,Hi po sir ofw din po ako galing qatar umuwi po ako nang pinas na hindi tapos yong contrata mayron po bang makukuha ako sa uwa at ano po dapat gawin ....
2 weeks ago,Aivy ***********,Watching from riyadh
2 weeks ago,Winnie ***********,Whatching from Riyadh
2 weeks ago,Wheng ***********,Hello po Sir napauwi po ako nung April 15 kc ngkasakit po ako Sana po matulungan nyo po ako kasalukuyan po ako naggagamot ngaun ******* Sana po matulungan nyo po ako sir
2 weeks ago,Taurus ***********,Watching from Riyadh
2 weeks ago,Shierly ***********,Watching frm hongkong
2 weeks ago,Ella ***********,watching from singapore hello po
2 weeks ago,Annah ***********,Watching po from dammam
2 weeks ago,Maricel ***********,Watching from singapore
2 weeks ago,Ps-mia ***********,Hi po.. Watching from saudi arabia
2 weeks ago,Wu ***********,"congratulations
post sir Arnel"
2 weeks ago,Celesty ***********,"magandang gabi po sir, may karapatan po ba ang kinakasama na sa kanya iuwi ang labi ng OFW kahit hndi sila kasal pero may anak sila?"
2 weeks ago,Ellechim ***********,Watching from mati davao oriental
2 weeks ago,Lovelylen ***********,Watching from Hong Kong hello po godbless
2 weeks ago,Cel ***********,Paano po mag apply po Ng scholarship ko pra sa anak. At anu-ano po mga requirements. Sana po matulongan nyo ako
2 weeks ago,Rachel ***********,God bless po
2 weeks ago,Kristine ***********,Watching u from Doha Qatar
2 weeks ago,JoeCora ***********,"Congratulations
po Sir Arnel"
2 weeks ago,Lovely ***********,Shout po sir watching from negros occidental.
2 weeks ago,Amhera ***********,"Bkit po hindi magbibigay ng oec qng wala q insurance galing jn sa pinas,although meron nman aq owwa membership, philhealth,abu dhabi insurance.."
2 weeks ago,Lhian ***********,Sir good evening watching from unayza alqssim
2 weeks ago,Lucia ***********,Good afternoon po sir.
2 weeks ago,Jean ***********,Watching from Kuwait. Sana po sir OWWA at DSWD desk magkaroon sa bawat cities nationwide
2 weeks ago,Milagros ***********,Sir saan po location OFW bank?Watching from Spain more power po
2 weeks ago,Jennifer ***********,Sir gudevening po from singapore po
2 weeks ago,Glydine ***********,Nagsabi na ako sa agency ko jan sa pinas regarding may depression pero wala dn magaw sir dahil nagpapabayad cla dito please naman po matulungan nyo po sana ako
2 weeks ago,Florida ***********,hello po watching frm Riyadh.
2 weeks ago,Ronald ***********,Sana ma pansin nyo Ang mga hinanaing Ng mga taong nag apply nga dole akap cash assistance na Di na naka balik abroad .Hanggang ngayon nag hihintay Kong kaylan ibibigay.
2 weeks ago,Bongski ***********,Watching from Kingdom of Bahrain. Keep on the good work Sec. Arnell Ignacio
2 weeks ago,Wheeng ***********,WATCHING FROM QATAR
2 weeks ago,Equia ***********,Watching from hongkong Sana mka avail din kmi ng mga assistance galing owwa.
2 weeks ago,Jhoy ***********,Watching from qatar
2 weeks ago,Grace ***********,"Hello po sa inyong lahat mga sir ,magandang hapon po da inyong lahat ..watching from saudi arabia"
2 weeks ago,Anna ***********,"Helo po. Ptulong naman po mga sir, kc nagrequest na po kami ng mga kamag anak po sa owwa tungkol po sa mother ko na nasa morocco. Gang ngaun po wala prin po kami matanggap na balita po galing sa owwa"
2 weeks ago,Ivan ***********,Watching from uae
2 weeks ago,Daisy ***********,Watching from Dubai
2 weeks ago,Tampolino ***********,Sana po matulungan din ang ang aking kaibigan.Jahara kedo po dto sa oman.matagal na po sa embassy kaylangan daw po pambili ng ticket
