date_raw,sender_name,text
3 weeks ago,Lhei ***********,"Blessed afternoon po sir and mam,keep safe always
watching from Riyadh Saudi Arabia"
3 weeks ago,Jocelyn ***********,"Hello po, keep safe everyone. Congratulations
. Watchinh here in Madrid, Spain."
3 weeks ago,Myrna ***********,Good Morning to Everyone..
3 weeks ago,Miriam ***********,Watching from Abu Dhabi UAE
3 weeks ago,Cholo ***********,Magandang Araw po mayroon po ba updates for the unpaid claims and wages of Saudi Oger Employees.?
3 weeks ago,Marie ***********,"Hello po sa inyong lahat, watching from Israel
keep safe po. God bless"
3 weeks ago,Ako ***********,"Hi everyone..I'm watching from
, God bless !"
3 weeks ago,Vinnalou ***********,"Watching from Hong Kong , God bless po"
3 weeks ago,Maria ***********,"Hello po sir ARNEL IGNACIO.. Congrats
po sir ..OFW LEBANON BUT I'M FROM DAVAO DEL NORTE"
3 weeks ago,Lyn ***********,Hello po mga sir ma'am good afternoon po watching u from Riyadh saudie Arabia po..
3 weeks ago,Roset ***********,Good pm wacthing from saudi Arabia
3 weeks ago,Laarni ***********,"Congratulations
sir Arnel more power po, watching from macau"
3 weeks ago,Crisanta ***********,God bless po sir arnel watching from jeddah Saudi Arabia
3 weeks ago,Muriel ***********,Sir about scholarship program nyo po
3 weeks ago,Chona ***********,Chona from Philippines ******* question po sir nag for good npo ako 14 years po ako sa Dubai may makukuha po b na pang business lng po thanks God bless
3 weeks ago,Dorie ***********,hello po sir and ma'am I'm watching from Oman
3 weeks ago,Linda ***********,gud evning sir from 2006 akong nag abroad until 2019dec.31..
3 weeks ago,Rosario ***********,Hello po warching from Doha Qatar
3 weeks ago,Jocelyn ***********,"Congrats
sir arnel Ignacio, God bless you always
, watching from Kuwait"
3 weeks ago,Lorena ***********,Mam/Sir sana po may post po d2 sa page kung papano po mag apply ng scholarship ang mga anak!
3 weeks ago,Lours ***********,"Ma'am/Sir,"
3 weeks ago,Norma ***********,"Follow up po sir, d2 po sa alkhobar kafji pls. Need ang laws sa end service benefit n nka 4 years in arabic translation."
3 weeks ago,Wendy ***********,Sir maam. . Plsss mkka uwi poh b aq nag pinas khit wala Q vaccine plsssssss pki sgot poh from dubai oh aq now
3 weeks ago,Crystal ***********,Sana po mapansin din kmi dto sa hk na nagcovid na wala po nakuha na khit konting tulong
3 weeks ago,中川 ***********,"Watching from Japan congratulations
po Sir Arnel,"
3 weeks ago,Rose ***********,"Sir /madam good afternoon pwede maka avail ng scholarship program ng OWWA, more than 11 years na po akong household worker dito Saudi Arabia..God bless you all"
3 weeks ago,Rosa ***********,Gud day poh Bkt poh ung mga d lng tpos contrata nkakuha dole akap pnu naman kmi tpos contrata need dn poh namin un kakauwi lng poh ngaung march 2022 thank you poh
3 weeks ago,Jenn ***********,Hello po good afternoon watching from Hong Kong
3 weeks ago,Chona ***********,"Hi sir Arnel abs to all tanong lang po kung may mkukuha po bng Pera Ang ofw if nag for good npo sa company now n sa Philippines Chona Tonga ******* thank you
reply po"
3 weeks ago,Ecrag ***********,"good day Po.. nahospital Po aq nunq January 27 ,then napauwe Po aq dto sa pinas nq march 16,2022..may makukuha Po ba aq sir?"
3 weeks ago,Le ***********,Congratulation po ky sir Arnel Ignacio.Good luck .
3 weeks ago,LV ***********,Good afternoon po
3 weeks ago,Rebecca ***********,God pm po watching from Doha Qatar God bless
3 weeks ago,Annaliza ***********,Good pm po mga madam /sir I'm watching alhazim qassim Riyadh
3 weeks ago,Aisha ***********,Hello po..watching in Riyadh saudi arabia
3 weeks ago,Grace ***********,Watching from dubai
3 weeks ago,Sallie ***********,Watching po from oman
3 weeks ago,Sanglay ***********,Watching from Riyadh God bless
3 weeks ago,Vicko ***********,Watching from malaysia po
3 weeks ago,Jonathan ***********,Goodpm po from riyadh salamat
3 weeks ago,Roselyn ***********,Watching from dubai
3 weeks ago,Wins ***********,"Congrats
sir arnel God bless you"
